time,oni,dmi
1986-07-01,0.2714809701650546,0.0
1986-08-01,-0.013503738018555879,0.0
1986-09-01,0.007469345445837422,0.0
1986-10-01,0.04107476373579169,0.0
1986-11-01,0.10792146864927768,0.0
1986-12-01,0.23977297029971575,0.0
1987-01-01,0.020090231184798135,0.0
1987-02-01,-0.02218011200495571,0.0
1987-03-01,-0.36143519635679344,0.0
1987-04-01,-0.24200059642611005,0.0
1987-05-01,0.3782712229553445,0.0
1987-06-01,0.09924022283338643,0.0
1987-07-01,0.09170372196417335,0.0
1987-08-01,0.48457634637388625,0.0
1987-09-01,1.1230800745582106,0.0
1987-10-01,0.657172331232512,0.0
1987-11-01,0.8161449151678222,0.0
1987-12-01,0.9900006053834978,0.0
1988-01-01,1.0339285634222153,0.0
1988-02-01,0.9271181319042221,0.0
1988-03-01,0.9546908660796767,0.0
1988-04-01,0.22756873250443832,0.0
1988-05-01,-0.03556747543100979,0.0
1988-06-01,0.20494149962550534,0.0
1988-07-01,0.11465449906677944,0.0
1988-08-01,-0.42785917438740534,0.0
1988-09-01,-0.5470017454396596,0.0
1988-10-01,-0.9180208493812312,0.0
1988-11-01,-1.5058513989661562,0.0
1988-12-01,-1.4829489893367909,0.0
1989-01-01,-1.563449430308645,0.0
1989-02-01,-1.8861629036943832,0.0
1989-03-01,-1.5503448154015342,0.0
1989-04-01,-1.6430386081734856,0.0
1989-05-01,-1.3715926861968077,0.0
1989-06-01,-0.49533565127971657,0.0
1989-07-01,0.08103707928959018,0.0
1989-08-01,0.21684797922551163,0.0
1989-09-01,-0.20366553836536128,0.0
1989-10-01,-0.4110694451435339,0.0
1989-11-01,0.02084392552239698,0.0
1989-12-01,-0.2059960068730738,0.0
1990-01-01,-0.36962425344060645,0.0
1990-02-01,-0.13810902391671268,0.0
1990-03-01,0.10392983112757033,0.0
1990-04-01,-0.1999617220956872,0.0
1990-05-01,-0.0393307715654471,0.0
1990-06-01,0.11108975147221818,0.0
1990-07-01,-0.3305778615478076,0.0
1990-08-01,-0.2256547276951935,0.0
1990-09-01,0.06609782240531117,0.0
1990-10-01,0.2526098821551736,0.0
1990-11-01,0.0938774514125007,0.0
1990-12-01,-0.1922931769139484,0.0
1991-01-01,0.10051686794922621,0.0
1991-02-01,0.002923578593246851,0.0
1991-03-01,0.4349980420576593,0.0
1991-04-01,0.2337783241516307,0.0
1991-05-01,-0.13958246908047983,0.0
1991-06-01,-0.33323316996282726,0.0
1991-07-01,-0.03305143371493407,0.0
1991-08-01,0.3367857456118613,0.0
1991-09-01,1.0957871350989759,0.0
1991-10-01,1.0696176807872213,0.0
1991-11-01,1.2889478993135324,0.0
1991-12-01,1.7070593162643641,0.0
1992-01-01,1.7108599563022762,0.0
1992-02-01,1.2382689205530975,0.0
1992-03-01,1.2385321685734065,0.0
1992-04-01,1.0939261528567916,0.0
1992-05-01,0.45409856151559636,0.0
1992-06-01,0.7029451820878998,0.0
1992-07-01,-0.035010916480275975,0.0
1992-08-01,0.04231791864250428,0.0
1992-09-01,0.3588047976719539,0.0
1992-10-01,0.09782611237718769,0.0
1992-11-01,0.14143275411606962,0.0
1992-12-01,0.020015526191105932,0.0
1993-01-01,0.21498920002199373,0.0
1993-02-01,0.1293393193377014,0.0
1993-03-01,-0.31329887061218825,0.0
1993-04-01,-0.17780604369449776,0.0
1993-05-01,0.13932407805428876,0.0
1993-06-01,0.11852535363976105,0.0
1993-07-01,-0.14985730912998826,0.0
1993-08-01,-0.30612631895956494,0.0
1993-09-01,0.37624314323650937,0.0
1993-10-01,0.15876895469438024,0.0
1993-11-01,-0.017151679754155175,0.0
1993-12-01,0.18305157099032376,0.0
1994-01-01,-0.07595471347544419,0.0
1994-02-01,0.13398388435437222,0.0
1994-03-01,-0.08452388750613994,0.0
1994-04-01,-0.13134341052533802,0.0
1994-05-01,-0.08303407905452251,0.0
1994-06-01,-0.08280914356588605,0.0
1994-07-01,-0.25109384322309897,0.0
1994-08-01,0.5173440791016523,0.0
1994-09-01,0.7248279065949159,0.0
1994-10-01,0.6592946741814357,0.0
1994-11-01,0.8697433689797313,0.0
1994-12-01,0.7317537893393158,0.0
1995-01-01,-0.027744026457106327,0.0
1995-02-01,-0.11272711179888009,0.0
1995-03-01,0.024489296678301065,0.0
1995-04-01,-0.11459730497737011,0.0
1995-05-01,-0.0036677666108298427,0.0
1995-06-01,0.16005647090340902,0.0
1995-07-01,-0.36208778978314293,0.0
1995-08-01,0.40809020368808957,0.0
1995-09-01,-0.15798429986779183,0.0
1995-10-01,0.10644917620604376,0.0
1995-11-01,-0.09116091768532897,0.0
1995-12-01,0.30102913238920803,0.0
1996-01-01,-0.2234542725512484,0.0
1996-02-01,0.04923831700282142,0.0
1996-03-01,-0.1125191663099465,0.0
1996-04-01,0.29847254709733234,0.0
1996-05-01,-0.03957891458403069,0.0
1996-06-01,0.2707417341255128,0.0
1996-07-01,-0.2003335838448105,0.0
1996-08-01,0.2339408804276082,0.0
1996-09-01,0.05427961816206467,0.0
1996-10-01,0.015017009197494475,0.0
1996-11-01,-0.05515744742284981,0.0
1996-12-01,-0.04581930033834723,0.0
1997-01-01,-0.365609572219547,0.0
1997-02-01,0.06668160736540853,0.0
1997-03-01,-0.09529621639664088,0.0
1997-04-01,-0.32878894678205883,0.0
1997-05-01,0.01529673395543946,0.0
1997-06-01,-0.48349144875501865,0.0
1997-07-01,0.23716297368672257,0.0
1997-08-01,1.3345622645968387,0.0
1997-09-01,2.070638337820186,0.0
1997-10-01,2.6220228619318453,0.0
1997-11-01,3.342551118421304,0.0
1997-12-01,3.2301331284020254,0.0
1998-01-01,3.2691508442964405,0.0
1998-02-01,2.9122925493795777,0.0
1998-03-01,2.5006942649641326,0.0
1998-04-01,2.7051828992678715,0.0
1998-05-01,1.8131440293903078,0.0
1998-06-01,1.4677824050340864,0.0
1998-07-01,1.1419042255167002,0.0
1998-08-01,0.2854032230082697,0.0
1998-09-01,-0.3961090169867612,0.0
1998-10-01,-0.6017746006044612,0.0
1998-11-01,-0.791490993257785,0.0
1998-12-01,-0.9172963881815167,0.0
1999-01-01,-0.6159283124521848,0.0
1999-02-01,-1.085362955882674,0.0
1999-03-01,-1.3531980590963233,0.0
1999-04-01,-0.830296582916288,0.0
1999-05-01,-1.2533477741373464,0.0
1999-06-01,-1.7240941640043201,0.0
1999-07-01,-1.3061953659369658,0.0
1999-08-01,-1.4842606639326186,0.0
1999-09-01,-1.4490340396443446,0.0
1999-10-01,-1.7694612468788438,0.0
1999-11-01,-1.2184829039818292,0.0
1999-12-01,-1.2960015177585664,0.0
2000-01-01,-1.2219811301766073,0.0
2000-02-01,-0.9690911193977886,0.0
2000-03-01,-0.47838840968811963,0.0
2000-04-01,-0.47212221916620967,0.0
2000-05-01,-0.26907470652772203,0.0
2000-06-01,-0.7696063416366035,0.0
2000-07-01,-0.4240025435622925,0.0
2000-08-01,0.1821040300434199,0.0
2000-09-01,-0.014872504558101532,0.0
2000-10-01,0.20240736043213345,0.0
2000-11-01,0.10196971124066662,0.0
2000-12-01,-0.2795277494845923,0.0
2001-01-01,-0.10156810130656142,0.0
2001-02-01,0.054937280951560453,0.0
2001-03-01,0.05938754941508222,0.0
2001-04-01,-0.12287163896533074,0.0
2001-05-01,-0.1536974354434787,0.0
2001-06-01,-0.07986001127647839,0.0
2001-07-01,0.07766986436305551,0.0
2001-08-01,0.22828112790672878,0.0
2001-09-01,-0.061860292876838335,0.0
2001-10-01,-0.08306624824075345,0.0
2001-11-01,0.2703223635586976,0.0
2001-12-01,0.13838018523590595,0.0
2002-01-01,-0.43783702239391875,0.0
2002-02-01,-0.03447055810977464,0.0
2002-03-01,0.1495889574388486,0.0
2002-04-01,-0.28641315698217157,0.0
2002-05-01,0.16969260913142936,0.0
2002-06-01,0.02701167594079218,0.0
2002-07-01,-0.41714536018235066,0.0
2002-08-01,0.38220032143792054,0.0
2002-09-01,0.32062816369182057,0.0
2002-10-01,1.0003237635345392,0.0
2002-11-01,1.1944483539696733,0.0
2002-12-01,1.207297653972958,0.0
2003-01-01,1.077275773102325,0.0
2003-02-01,0.770549284016712,0.0
2003-03-01,0.7033620805356154,0.0
2003-04-01,0.6543589156338321,0.0
2003-05-01,0.37237541894218207,0.0
2003-06-01,0.024622757194863,0.0
2003-07-01,0.006588373249528847,0.0
2003-08-01,0.0342312405697382,0.0
2003-09-01,-0.014197286658910294,0.0
2003-10-01,0.12069269915632252,0.0
2003-11-01,0.09428609692292178,0.0
2003-12-01,0.04379800701260733,0.0
2004-01-01,-0.12033046378536046,0.0
2004-02-01,0.3552355593768003,0.0
2004-03-01,-0.17812322782584036,0.0
2004-04-01,-0.005830715276167775,0.0
2004-05-01,0.08739697179504932,0.0
2004-06-01,0.10998136367598943,0.0
2004-07-01,0.3297616111719153,0.0
2004-08-01,0.22278359167737816,0.0
2004-09-01,-0.0428379715984484,0.0
2004-10-01,-0.27825957858911804,0.0
2004-11-01,-0.22325033413616438,0.0
2004-12-01,0.06335727745932866,0.0
2005-01-01,-0.01650740102395961,0.0
2005-02-01,0.18003601986715567,0.0
2005-03-01,0.030754918706406988,0.0
2005-04-01,-0.18358837598053238,0.0
2005-05-01,-0.22390485561743356,0.0
2005-06-01,-0.12635885842328418,0.0
2005-07-01,0.21655820625951955,0.0
2005-08-01,0.04833803663472813,0.0
2005-09-01,0.05377872940541874,0.0
2005-10-01,0.04646308694875414,0.0
2005-11-01,-0.09161170272543234,0.0
2005-12-01,-0.20700157716437492,0.0
2006-01-01,0.5076419035019283,0.0
2006-02-01,0.007924678421931697,0.0
2006-03-01,-0.451340036176648,0.0
2006-04-01,-0.17290995996218578,0.0
2006-05-01,-0.37288526686033585,0.0
2006-06-01,-0.3509940834352311,0.0
2006-07-01,-0.12938129364441422,0.0
2006-08-01,0.41391223312840253,0.0
2006-09-01,0.523105525295398,0.0
2006-10-01,0.47418324784004423,0.0
2006-11-01,0.5855292910586888,0.0
2006-12-01,0.7706995090433089,0.0
2007-01-01,-0.009130205631246979,0.0
2007-02-01,-0.35888521994697115,0.0
2007-03-01,-0.43410548304119684,0.0
2007-04-01,0.06496309566590179,0.0
2007-05-01,0.07523328531299343,0.0
2007-06-01,0.1656560576009795,0.0
2007-07-01,-0.016608529077297648,0.0
2007-08-01,0.18100966496154172,0.0
2007-09-01,-0.2618333492384787,0.0
2007-10-01,-0.008981593863038083,0.0
2007-11-01,-0.3009335586569458,0.0
2007-12-01,0.49510808143798246,0.0
2008-01-01,0.1597664453940846,0.0
2008-02-01,-0.133289175757036,0.0
2008-03-01,-0.1391918223264735,0.0
2008-04-01,-0.2865414504541947,0.0
2008-05-01,-0.03764721777896514,0.0
2008-06-01,0.25947765977364406,0.0
2008-07-01,-0.3302567762042816,0.0
2008-08-01,0.1175388210734242,0.0
2008-09-01,-0.06672696234050714,0.0
2008-10-01,0.2562328561938333,0.0
2008-11-01,-0.13320362131509503,0.0
2008-12-01,-0.05583470484164835,0.0
2009-01-01,0.05054779955789834,0.0
2009-02-01,0.09091747473993701,0.0
2009-03-01,0.16676747129586936,0.0
2009-04-01,-0.012428962839122829,0.0
2009-05-01,-0.08577222202837437,0.0
2009-06-01,0.01760929296316112,0.0
2009-07-01,-0.3052519343261929,0.0
2009-08-01,0.7175845139332175,0.0
2009-09-01,0.42054504988948715,0.0
2009-10-01,0.8503390598895715,0.0
2009-11-01,1.2116466735606364,0.0
2009-12-01,1.300470237124438,0.0
2010-01-01,1.2450695884534877,0.0
2010-02-01,1.1690445995434773,0.0
2010-03-01,1.2343615821785254,0.0
2010-04-01,1.1783835268107918,0.0
2010-05-01,0.7495948754953885,0.0
2010-06-01,0.6629265309422232,0.0
2010-07-01,0.029336144978398523,0.0
2010-08-01,-0.6040411213060184,0.0
2010-09-01,-0.46003959028136765,0.0
2010-10-01,-0.8831862614005385,0.0
2010-11-01,-1.04125747884795,0.0
2010-12-01,-1.2114158493220286,0.0
2011-01-01,-1.1802542957498623,0.0
2011-02-01,-1.5694093379412586,0.0
2011-03-01,-1.8663648869426162,0.0
2011-04-01,-1.4414863109789335,0.0
2011-05-01,-1.5936535226541337,0.0
2011-06-01,-1.950828772239548,0.0
2011-07-01,-1.531319652469711,0.0
2011-08-01,-1.0266527397907468,0.0
2011-09-01,-1.021388931678565,0.0
2011-10-01,-0.8757907599729053,0.0
2011-11-01,-0.6853365915643393,0.0
2011-12-01,-0.07644030902946805,0.0
2012-01-01,0.08504273583216217,0.0
2012-02-01,-0.04201101300943882,0.0
2012-03-01,0.3284161191490947,0.0
2012-04-01,0.029780859852042027,0.0
2012-05-01,-0.16524427891329546,0.0
2012-06-01,-0.269887734098268,0.0
2012-07-01,-0.08293644264108561,0.0
2012-08-01,-0.16966319024785867,0.0
2012-09-01,-0.2558546262661565,0.0
2012-10-01,0.06266192463074488,0.0
2012-11-01,-0.14744002231555692,0.0
2012-12-01,-0.11653931838740778,0.0
2013-01-01,0.08848949099547836,0.0
2013-02-01,0.2577415671435612,0.0
2013-03-01,-0.14517120595905772,0.0
2013-04-01,-0.038582842483948686,0.0
2013-05-01,0.008729566769981085,0.0
2013-06-01,-0.49620379084335337,0.0
2013-07-01,0.1997702348433692,0.0
2013-08-01,-0.18459405261015382,0.0
2013-09-01,0.37968341156781843,0.0
2013-10-01,0.14591244715250107,0.0
2013-11-01,-0.05015665952143879,0.0
2013-12-01,0.038316955194327595,0.0
2014-01-01,0.056594127184395986,0.0
2014-02-01,0.15907406875556412,0.0
2014-03-01,-0.2097455823069231,0.0
2014-04-01,-0.06450723939442886,0.0
2014-05-01,0.2825658976197813,0.0
2014-06-01,0.28084064911578566,0.0
2014-07-01,-0.020668146152571783,0.0
2014-08-01,0.28962571103865825,0.0
2014-09-01,-0.21264891469583858,0.0
2014-10-01,-0.16910239899584578,0.0
2014-11-01,-0.30096633435551073,0.0
2014-12-01,-0.055761575067982475,0.0
2015-01-01,0.22668503457818026,0.0
2015-02-01,0.19363991019275584,0.0
2015-03-01,-0.21438495056667947,0.0
2015-04-01,0.01862062332743517,0.0
2015-05-01,0.0022566714311465655,0.0
2015-06-01,0.045267749887830985,0.0
2015-07-01,0.12906326756085768,0.0
2015-08-01,0.5109318780488239,0.0
2015-09-01,1.1921074196133938,0.0
2015-10-01,1.778647317245375,0.0
2015-11-01,1.9782868466394432,0.0
2015-12-01,2.3109411789362877,0.0
2016-01-01,2.3568421291060866,0.0
2016-02-01,2.627105666052129,0.0
2016-03-01,2.4578527572383817,0.0
2016-04-01,2.4251778160369564,0.0
2016-05-01,2.186240428339432,0.0
2016-06-01,1.7619491875092217,0.0
2016-07-01,1.4587672989911051,0.0
2016-08-01,1.090726379599214,0.0
2016-09-01,0.8413618927059519,0.0
2016-10-01,0.20166245882803963,0.0
2016-11-01,0.02955340372906419,0.0
2016-12-01,-0.13080850702342686,0.0
2017-01-01,0.1998529837230054,0.0
2017-02-01,0.19301589039495048,0.0
2017-03-01,-0.035926855132455436,0.0
2017-04-01,0.10591397165420298,0.0
2017-05-01,0.22491428674761163,0.0
2017-06-01,-0.11140195934079902,0.0
2017-07-01,-0.14495720790017488,0.0
2017-08-01,0.1332631652639897,0.0
2017-09-01,-0.20418577231441698,0.0
2017-10-01,0.23999797882862905,0.0
2017-11-01,0.004127959612954732,0.0
2017-12-01,0.21341784100586036,0.0
2018-01-01,0.004941943844159968,0.0
2018-02-01,-0.22509882884359997,0.0
2018-03-01,0.08810756385562314,0.0
2018-04-01,0.16184754961788766,0.0
2018-05-01,0.23202771490552193,0.0
2018-06-01,-0.13640491486504866,0.0
2018-07-01,0.2567902352962132,0.0
2018-08-01,0.06247153366648836,0.0
2018-09-01,0.05005956575015912,0.0
2018-10-01,0.11854377319210807,0.0
2018-11-01,0.12807223879720664,0.0
2018-12-01,0.45083052179258226,0.0
2019-01-01,-0.09716544135752264,0.0
2019-02-01,0.17508688657605634,0.0
2019-03-01,0.24707851110982793,0.0
2019-04-01,-0.3007990275398338,0.0
2019-05-01,-0.04577545665679399,0.0
2019-06-01,-0.08833143939593519,0.0
2019-07-01,0.08740213458582788,0.0
2019-08-01,0.6830802165530723,0.0
2019-09-01,1.0712331218627287,0.0
2019-10-01,1.2078448475875263,0.0
2019-11-01,1.8547582569516459,0.0
2019-12-01,1.2654339030563528,0.0
2020-01-01,1.1473295953037899,0.0
2020-02-01,0.713921579551151,0.0
2020-03-01,0.05875972670389275,0.0
2020-04-01,0.012586395052607377,0.0
2020-05-01,0.23538543537346446,0.0
2020-06-01,-0.1014498755217695,0.0
2020-07-01,-0.3592023802454341,0.0
2020-08-01,-0.6328792462464465,0.0
2020-09-01,-0.4503568329054838,0.0
2020-10-01,-1.380065216383382,0.0
2020-11-01,-1.1123332860257866,0.0
2020-12-01,-1.2233736044932066,0.0
